id,twitid,date,text,beeline,mts,megafon,tele2,rostelecom,komstar,skylink
655,493102922956140000,1406399872,RT @xifupyfojate: база данных мтс 2014 торрент http://t.co/gAYA99C4pc,,0,,,,,
656,493105711560560000,1406400537,"RT @ruscivworld: @vorobin65 @Pavla308 я наверное, в МТС позвоню, предложу им на гуманитарные цели отправить мои мерседесы... так уж и быть )",,+-,,,,,
657,493106018797490000,1406400611,"Зелено-синие и полосатки бывают хуже. Вот у нас стартовал Ростелеком и скоро придет Йота как оператор-очень надеюсь, без мегафона.",,,-1,,0,,
658,493106620566890000,1406400754,ну или куплю Билайн.,0,,,,,,
659,493106837924090000,1406400806,"RT @ruscivworld: Меня МТС уже затрахал просто своими бонусами, халявным интернетом и мерседесами... Кто-нибудь знает, как на них надавить, …",,-1,,,,,
660,493106883109350000,1406400817,Вобщем если что звоните. МТС наш с мамой общий номер 79194651394,,0,,,,,
661,493107403991580000,1406400941,Короче ничерта твиты не уходят. Долбанный мегафон.,,,-1,,,,
662,493107536716120000,1406400972,Драйвер на модем мтс http://t.co/wTpSMwi4yl,,0,,,,,
663,493114156808430000,1406402551,"Ненавижу мтс, так как звоню полтора часа и не могу дозвониться",,-1,,,,,
664,493114607498970000,1406402658,RT @baranovartyom: Голосую за BeelineKZ http://t.co/Vq7oMLroe4 с помощью @award_kz,0,,,,,,
665,493114961884110000,1406402743,"T-Systems подписала сервисное соглашение с ""Ростелекомом"".Компания T-Systems объявила о подписании Service Level Agreement (SLA) с ""Ростеле",,,,,0,,
666,493115277979420000,1406402818,Из года в год Tele2 подтверждает статус одной из самых динамичных компании российского телекоммуникационного рынка.,,,,1,,,
667,493116461494570000,1406403100,Уже белорецк и сибай пользуются LTE сетями… а Магнитогорск раза в 3 больше и все на 3G сидим… позор #megafon,,,-1,,,,
668,493116553466870000,1406403122,"Эпл стор вчера забавно сломался. Или Мегафон чудил, я так и не понял",,,+-,,,,
669,493117159275790000,1406403267,"Вологда – Tele2 подводит итоги необычного эксперимента, прошедшего 5 июля 2014 года на «Пикнике Voices»",,,,0,,,
670,493117337173000000,1406403309,В рамках всероссийской кампании «Скажи свое слово» Вологда – Tele2 22 декабря 2013 года приглашает жителей Вологды принять участие в благоу,,,,0,,,
671,493117643805570000,1406403382,RT @mybugaqizewam: Драйвер для модема билайн zte mf 180 http://t.co/ipoROdkq9q,0,,,,,,
672,493121013635610000,1406404186,"@MegaFonHelp Проблема с тел. Не подключается к сети GSM. С другой симкой все ОК. Когда пытаешься звонить на него - сообщение ""Ошибка вызова""",,,-1,,,,
673,493121801883750000,1406404374,"RT @raspberry69_: @saddrainn оооо, какой у тебя инет на теле2?",,,,+-,,,
674,493122820793430000,1406404616,@LuckyAnn2 в Крыму только 2g от мтс и то не везде),,-1,,,,,
675,493122822437610000,1406404617,"И да... 3G-#мтс-модем абсолютно бесполезен на даче, ибо в деревне у нас тупо нет 3G... жизнь-боль...",,-1,,,,,
676,493126363558450000,1406405461,По итогам 2013 года 74% телефонов и коммуникаторов в сети Tele2 поддерживают услуги передачи данных.,,,,0,,,
677,493141431322960000,1406409054,http://t.co/jEVeIn2dva билайн модем обновление usb,0,,,,,,
678,493142932665660000,1406409411,"Прилетела в Россию, а меня даже Мегафон не поздравил с прибытием домой. Вот обидка-то!",,,-1,,,,
679,493143139688120000,1406409461,"Компания ""МегаФон"" запустила первую базовую станцию в Северо-Кавказском федеральном округе, получающую энергию от солнечных батарей. Базова",,,1,,,,
680,493143845975360000,1406409629,"Tele2 Россия приняла первых абонентов, перешедших с сохранением своего мобильного номера",,,,1,,,
681,493148797938440000,1406410810,Блиин помогите!!как отправить деньги с телефона на другой? Билайн,0,,,,,,
682,493148876044380000,1406410828,В салоне мтс. У моей подруги жестко тупит интернет,,-1,,,,,
683,493150105349140000,1406411122,Подумываю о МТС,,1,,,,,
684,493150974580900000,1406411329,"5 ноября вологодских предприятия «Инвестстрой», «Логасофт», «Облтехавто» и «Ростелеком» в присутствии городских властей заключили соглашени",,,,,0,,
685,493151930915750000,1406411557,побуквенный инет-тариф - вот что еще не приходило в голову МТС.,,-1,,,,,
686,493152066974800000,1406411589,@Beeline_RUS при раздвоенном трафике почему иногда списываются ночью там ведь безлимит после часу?тариф хайвей50 ростовская обл.,-1,,,,,,
687,493152425256440000,1406411675,"Мне нравится ""V Центурия. В поисках зачарованных сокровищ [16+]"" на канале ""REN-TV (Спутник)"" #Интерактивное ТВ, #Ростелеком",,,,,0,,
688,493152516230890000,1406411696,Tele2 приглашает вологодских профессиональных фотографов и любителей принять участие в выставке «Галерея перемен».,,,,0,,,
689,493153475866260000,1406411925,"Вчера в центре ""Мегафон"" спросили, какой фирмы у меня",,,0,,,,
690,493154420528390000,1406412150,RT @oblonskayalizoc: Мегафон: - Будущее зависит от тебя.Бог: - Будущее зависит от меня!,,,+-,,,,
691,493159366384960000,1406413330,RT @nedlik: скачать базу данных теле2 торрент http://t.co/Vmz3gHknOq,,,,0,,,
692,493161691090140000,1406413884,RT @xuxuvoleluly: «Ростелеком» подсчитал ущерб от наводнения на Алтае,,,,,0,,
693,493162877793370000,1406414167,Путин поручил правительству наладить биржевую торговлю газом. на международной товарно-сырьевой бирже в Санкт-Петербурге (СпбМТСБ)должны ст,,0,,,,,
694,493163845553500000,1406414398,"RT @Beeline_RUS: Ребята из @lizaalertorg ищут пропавших детей, а мы поддерживаем их горячую линию. Надеемся, что номер не пригодится. http:…",0,,,,,,
695,493167170495330000,1406415190,"""Ростелеком"" получил путевку в Крым // Оператор открывает филиал #RT",,,,,1,,
696,493167514788960000,1406415272,мегафон 4g инструкция http://t.co/og3mNyB5nI #мегафон #инструкция,,,0,,,,
697,493168456100230000,1406415497,Opera mini для мтс http://t.co/2QmMTSpq8h,,0,,,,,
698,493168854282310000,1406415592,Как проверить баланс на МТС?,,0,,,,,
699,493169092141250000,1406415648,МТС предупредил Крым: связь сильно испортится или пропадет вовсе,,-1,,,,,
700,493169842141560000,1406415827,Tele2 сообщает о распродаже красивых номеров и обновлении базы золотых и серебряных номеров в интернет-магазине http://t.co/SkWikVzbwY,,,,1,,,
701,493173332381270000,1406416659,"Вологда – Tele2 начал блокировать рассылки сообщений, поступающих с буквенно-символьных и коротких номеров из сетей других операторов.",,,,0,,,
702,493173505643780000,1406416701,У меня также Ростелеком виснет и отваливается на пол-дня.,,,,,-1,,
703,493174069362060000,1406416835,Из-за длительного воздержания неповторимая манекенщица орёт в мегафон.,,,--,,,,
704,493177022437650000,1406417539,15 июля 2014 г. Вологда. Северо-Западный филиал компании &amp;laquo;МегаФон&amp;raquo; подвел итоги работы сети 4G+ в Вологодской области. С момент,,,0,,,,
705,493178397737360000,1406417867,МТС - мудаки. Но решается всё просто - сменой оператора с сохранением номера.,,-1,,,,,
706,493178573218670000,1406417909,"Проект &amp;quot;Йога на яркой стороне&amp;quot; возобновится в Краснодаре с 21-го июня, благодаря усилиям ОАО &amp;quot;ВымпелКом&amp;quot; и парку Победы",0,,,,,,
707,493180638561050000,1406418401,Интернет-магазин МТС в Москве и Подмосковье. Розничная сеть МТС - крупнейший в России операторский ритейлер https://t.co/AnTUkXGaYB,,0,,,,,
708,493182370817020000,1406418814,"Повезло Ростелекому с офисом, каждый раз как митинг на болотной, их скрытая реклама на здании разруливает #6мая",,,,,+-,,
709,493187594982030000,1406420060,24 января состоялась церемония присвоения базовой станции компании «МегаФон» имени двукратной олимпийской чемпионки по биатлону Анны Богали,,,0,,,,
710,493188876648060000,1406420365,"«Ростелеком» стал партнером всероссийского конкурса «Поколение i» на создание лучшего интернет-проекта для детей, организуемого Фондом подд",,,,,0,,
711,493188921531310000,1406420376,"Натуль, спам и деньги - это у всех операторов. От билайна у меня интернет на службе - не нарадуюсь.",1,,,,,,
784,493265804490990000,1406438706,"Ставлю 10 баллов фильму ""Эд Стаффорд: Голое выживание. Часть 2 (Discovery)"" из «Видеопроката» Интерактивного ТВ Ростелеком",,,,,1,,
712,493189143678430000,1406420429,"До 31 июля абонентам, купившим смартфоны MegaFon Login 2, предоставляется возможность подключить тарифную опцию &amp;laquo;Год для двоих&amp;raquo;",,,0,,,,
713,493191367666190000,1406420959,Главные спортивные события 2014 года в Сочи посетили 23 тысячи абонентов Tele2 из 35 регионов России.,,,,0,,,
714,493193226900490000,1406421403,Кандидатура Михаила Носкова на пост генерального директора компании Tele2 была одобрена всеми акционерами.,,,,0,,,
715,493194137857170000,1406421620,"Вологда – Tele2 сообщает об открытии нового салона, расположенного по адресу ул. Зосимовская, 91",,,,0,,,
716,493194705522690000,1406421755,"“МТС ТВ”: перед стартомНа фоне многочисленных разговоров о “насыщении рынка” и будущих слияниях и поглощениях, в самое ближайшее время в Ро",,0,,,,,
717,493194750603050000,1406421766,"@Beeline_RUS наконец. Рада вам. У меня ""все за 150"", как я могу посмотреть остаток трафика? Спасибо",0,,,,,,
718,493196112967530000,1406422091,RT @aubdheekqqbq: Интернет на телефон мегафон тарифы http://t.co/Z3YbxWxjLu,,,0,,,,
719,493196286804640000,1406422132,По итогам 2013 года ОАО «Теле2-Санкт-Петербург» продемонстрировало умеренно высокие финансовые результаты,,,,1,,,
720,493197278065490000,1406422368,"Целый день сегодня на даче мучился с интернетом, связь все время обрывалась, кое-как сделал один пост, и за то - спасибо модему МТС. Но! От",,-1,,,,,
721,493198313811090000,1406422615,"&amp;nbsp;Один из &amp;nbsp;самых популярных операторов России объявил о создании нового школьного портала. Компания МТС на экономическом форуме, к",,0,,,,,
722,493198835707960000,1406422740,инструкция к андроиду телефон мтс http://t.co/tIRzOqIrYI #андроиду #к,,0,,,,,
723,493200083564130000,1406423037,RT @moqegijubezo: «Мегафон» в Сургуте: перебоев со связью больше быть не должно,,,0,,,,
724,493200299746930000,1406423089,Шокирующая новость! У директора Мегафона - БиЛайн! ,1,,-1,,,,
725,493200555989560000,1406423150,"Ваше имя Достали Организация 55 Тип отзыва 1 Текст отзыва Мегафон ""уроды"", когда доходит до разбирательств списали пары за ошибочно подключе",,,-1,,,,
726,493201598781190000,1406423399,инструкция в установке модема мтс http://t.co/pAz0NSIQ4r #в,,0,,,,,
727,493202838051620000,1406423694,обновление программы модема билайн http://t.co/B6DexERCZO,0,,,,,,
728,493202971329840000,1406423726,В рамках проекта «Скажи свое слово» Tele2 объединяет активных и небезразличных людей и помогает им по-новому взглянуть на городское простра,,,,0,,,
729,493203387203490000,1406423825,Tele2 Вологда подводит итоги технического развития сети в I квартале 2014 года,,,,0,,,
730,493204034203830000,1406423979,"Сумев всё уладить, толстый Винни-Пух орёт в мегафон.",,,--,,,,
731,493205808562590000,1406424402,"НО не факт, что они (Билайн) взялись на ум - может, в отпуске:))))))",+-,,,,,,
732,493206105393070000,1406424473,инструкция по смартфону мтс 972 http://t.co/3e3I0OmlE4 #смартфону,,0,,,,,
733,493206586140410000,1406424588,"@MegaFonDV_Help не отправляется, нужно добавлять в читатели",,,0,,,,
734,493206680910710000,1406424610,"Все, перехожу с мтс на другого оператора - в мтс нет живых людей - только голосовые меню...",,-1,,,,,
735,493207821509730000,1406424882,"В Питере так и называется - музей связи, на Почтамтской, недалеко от Исаакиевского собора.",,0,,,,,
736,493209970561660000,1406425395,"#RT Мой теле2 гуфит!Прислал мне смс ""Еще вчера сегодня было завтра""))",,,,+-,,,
737,493210403909170000,1406425498,одноклассники на телефон мтс635 http://t.co/PX1XdAJwu4,,0,,,,,
738,493210919699510000,1406425621,"Мне нравится """"Новая волна-2014"". Трансляция из Юрмалы"" на канале ""Россия 1"" #Интерактивное ТВ, #Ростелеком",,,,,0,,
739,493211826919070000,1406425837,"@rernsivi88, Tele2 назначила Вадима Гончарова техническим директором макрорегиона «Юг» ...",,,,0,,,
740,493213904529790000,1406426332,3g обновление мегафон модем http://t.co/iYOJLCOXvm,,,0,,,,
741,493214038164140000,1406426364,"Одинокая девушка подала в суд на МТС за то, что они утверждали, что она недоступна.",,+-,,,,,
742,493216656538080000,1406426989,Перевел гуглом яйцо на испанский. Правильный логотип себе МТС выбрал.,,--,,,,,
743,493217651041530000,1406427226,@ru_mts Как настроить ммс сообщения?,,0,,,,,
744,493218433815670000,1406427412,БИЛЕТ РЖД КУПЛЕННЫЙ ЧЕРЕЗ МЕГАФОНОВСКИЙ ИНТЕРНЕТ КАРТОЧКОЙ СБЕРБАНКА С ДОСТАВКОЙ ПОЧТОЙ РОССИИ ОТКРЫВАЕТ ВРАТА В АД,,,-1,,,,
745,493219677196550000,1406427709,"мтс меня пока не расстраивает, плачу 500 р, звонки смс и 3 гига инета.",,1,,,,,
746,493220790968800000,1406427974,В «Видеопрокате» Интерактивного ТВ «Ростелекома» появились мировые&amp;#8230;,,,,,0,,
747,493220918991150000,1406428005,модем мегафон е352b инструкция по применению http://t.co/ZHJvMQ6nvl #применению #инструкция,,,0,,,,
748,493222975752390000,1406428495,"RT @megafonru: @SiliconBangalor уточните, в каком городе наблюдались сложности со связью в метро? При ответах просим соблюдать культуру общ…",,,0,,,,
749,493226318998540000,1406429292,"МТС воровать стал явно когда БиЛайн запустил рекламку о ""честности"" но многие еще помнят как из-за некорректных настроек",0,-1,,,,,
750,493227257478270000,1406429516,http://t.co/1rhwXV0B0h для модема мегафон драйвера usb,,,0,,,,
751,493232508528760000,1406430768,"Мегафон подготовил ребрендинг. Новый логотип, цвета и оформление всего. Очень крутые варианты, но какой будет финальным …",,,0,,,,
752,493235283379640000,1406431430,Огромное спасибо  #&amp;lrm;МегаФон  и лично  Юлии Бойцово й за приглашение зрителем на &amp;quot;Вечерний Ургант&amp;quot;: по телевизору программу,,,0,,,,
753,493236035833180000,1406431609,http://t.co/4NCaaaBtH7 СКАЧАТЬ ТОРРЕНТ БАЗА ДАННЫХ МТС,,-1,,,,,
754,493238025795950000,1406432083,"@megafonru вы каждого новосибирца спрашиваете уже год, а инета все нет.",,,-1,,,,
755,493238244285240000,1406432136,"ребят я на мегафоне до завтра,если что набирайте туда,мир",,,0,,,,
756,493239932505170000,1406432538,http://t.co/RJzaChSjSx СКАЧАТЬ ТОРРЕНТ БАЗА ДАННЫХ МТС,,-1,,,,,
757,493240316162760000,1406432629,Вологда – Tele2 приобрела учебное и бытовое оборудование для Вытегорского социально-реабилитационного центра для несовершеннолетних «Семья»,,,,0,,,
758,493241242176990000,1406432850,RT @Almazoff: Наследие Саакашвили ы Тбилиси. #morebeeline #galaxykzoom #georgia #tbilisi http://t.co/4ZWJ03vt3B,0,,,,,,
759,493244472885810000,1406433621,@vsenabort @lentiayhsn @Samuil_Shpeller @YaroslavValchuk @_KartofelniyElf @simonmerkader MegaFon это во Львове или в Тернополе?,,,0,,,,
760,493244515428630000,1406433631,"чо за фигня.. Мтс должен снимать по 3руб в сутки,а снимает по 60.-.",,-1,,,,,
761,493246212162990000,1406434035,Мтс в Назарово - это ад,,-1,,,,,
762,493248030528010000,1406434469,Tele2 призывает готовить сани летом.Tele2 выступает телекоммуникационным партнером фестиваля оригинальных самодельных саней «Summer SaniDay,,,,0,,,
763,493248252524100000,1406434522,Тема: Спросить у форумчан....На против вокзала есть офис Билайна и в &amp;quot;ГИГе&amp;quot; Где пешеходный переход от вокзала к морю.Ещё можно во,0,,,,,,
764,493251424038690000,1406435278,Новая петербургская достопримечательность от Теле2,,,,0,,,
765,493251425464750000,1406435278,"Новая опция от Мегафона «Вся Россия» для путешествий.
далее #RT",,,0,,,,
766,493252300082020000,1406435487,"Архангайд х?чтэй салхины улмаас 3 машин, 100 гаад мал, 1 байшин хийсч 1 х?ний амь эрсдэж, х?м??с гэмтсэн гэнэ",,--,,,,,
767,493253071556710000,1406435671,"RT @bataamunkh: Архангайд х?чтэй салхины улмаас 3 машин, 100 гаад мал, 1 байшин хийсч 1 х?ний амь эрсдэж, х?м??с гэмтсэн гэнэ",,--,,,,,
768,493253687696160000,1406435818,@megafonru сколько стоит смс с мегафона на мегафон с Подмосковья в Крым и наоборот?,,,0,,,,
769,493255303648250000,1406436203,Компания Tele2 подвела итоги одного из самых масштабных проектов в истории компании - «Скажи свое слово».,,,,0,,,
770,493255938363890000,1406436354,Как мало интернета у МТС в МЛДД :с,,-1,,,,,
771,493256717741080000,1406436540,@MegaFon_CF_Help @andrey_snegovik Тогда другой вопрос - когда будет голос на 4G ?,,,0,,,,
772,493257658330520000,1406436764,"@BusinkaRu Чтобы исправить ситуацию, нужен  Ваш номер. Пож-та, отправьте его и описание проблемы на pomogite@beeline.ru. Спасибо!",0,,,,,,
773,493257698100940000,1406436774,http://t.co/5RUV81tYoS модем драйвера для билайн на windows 7,0,,,,,,
774,493258005610520000,1406436847,RT @den9608: Игры на телефон мтс 955 скачать на телефон http://t.co/YwUylHJdPD,,0,,,,,
775,493258134899550000,1406436878,"Косясь на прохожих, развесёлый раздолбай орёт в мегафон.",,,--,,,,
776,493258308485400000,1406436919,"Вологда – Tele2, альтернативный оператор мобильной связи, объявляет о старте акции «Спасибо за стойкость». В рамках акции сотовый оператор",,,,0,,,
777,493258564060720000,1406436980,"Перешел на новый тариф Билайн ""Все за 300"". Раньше платил 650р. Сейчас трафика не -+,4, а 2 Гб. Минут поменьше правда.",0,,,,,,
778,493259534392380000,1406437211,RT @VEchina48: Оператор МТС первым среди российских операторов предоставляет абонентам возможность в роуминге совершать звонки за счет вызы…,,1,,,,,
779,493261856996200000,1406437765,"RT @AVSoloviev: Выложили тут ролик, который мы снимали для #билайн http://t.co/eYoyg3nSJD… http://t.co/fgWYWPBIKv",0,,,,,,
780,493262469251730000,1406437911,http://t.co/BX90jG4AbQ специалиста омтс инструкция должностная,,0,,,,,
781,493262728598160000,1406437973,"Подскажите,нихрена не понимаю( Стоит фригейт на хроме. Навального,ежа.грани открывает. Шалтая-не хочет. провайдер билайн.",0,,,,,,
782,493263950851900000,1406438264,"Система видеонаблюдения «Ростелекома» успешно отработала в дополнительный период ЕГЭ.Система видеонаблюдения, организованная «Ростелекомом»",,,,,0,,
785,493266185962530000,1406438797,"Андроед, мегафон, пост открывается нормально, все быстро летает. Ищи проблему у себя.",,,1,,,,
786,493266454008330000,1406438861,Вологда – Tele2 объявляет о старте открытого онлайн-аукциона по продаже золотых и платиновых номеров. Первые торги состоялись 5 марта.,,,,0,,,
787,493266455111420000,1406438862,"Фри вай-фай от билайна, ты классный :3",1,,,,,,
788,493267614026590000,1406439138,"#RT У пацана, который мне вчера сим-карту в мегафоне оформлял фамилия Самец.",,,1,,,,
789,493268209676850000,1406439280,Тарифы МТС для особых случаев,,0,,,,,
790,493271112218720000,1406439972,"Пока по Билайну водят экскурсии, я на него смотрю",0,,,,,,
791,493271655993860000,1406440101,хоть этот факт меня порадовал...завтра снова в МТС..будь оно неладно!,,-1,,,,,
792,493272072848960000,1406440201,http://t.co/4DLic5lPrD обновление смартфона прошивки evo мтс http://t.co/OjGn6PAxAW,,0,,,,,
793,493272968265340000,1406440414,А у меня есть один.. единственный.. который никогда про меня не забывает и регулярно шлет смс.. это Билайн.  XD,+-,,,,,,
794,493273180623370000,1406440465,МТС гори в аду!!,,-1,,,,,
795,493273522555600000,1406440547,"RT @Megerra: @megafonru @alexeyenko @SiliconBangalor чуваки, ну какая культура общения без интернета, камон",,,-1,,,,
796,493274665759290000,1406440819,Вологда – Tele2 с 1 декабря 2013 года начал принимать заявления от абонентов на перенос номера.,,,,0,,,
797,493277383500520000,1406441467,@19Sayan на данный момент Интернет-Помощник работает корректно. ^СН #МТС,,0,,,,,
798,493277861143650000,1406441581,@vladius99 приносим извинения за возможные неудобства. На данный момент сервис работает в полном объеме. ^СН #МТС,,0,,,,,
799,493278602860170000,1406441758,@Cucushon сейчас сервис работает в полном объеме. Когда последний раз отправляли запрос? ^СН #МТС,,0,,,,,
800,493280296104510000,1406442161,@ru_mts @Cucushon менее часа назад. Сообщения с подтверждением транзакции до сих пор нет.,,-1,,,,,
801,493280908045460000,1406442307,"Компания ""Мобильные ТелеСистемы"" (МТС) объявила о запуске в коммерческую эксплуатацию сети ""четвертого поколения"" (4G) LTE в Саратовской об",,1,,,,,
802,493280993500220000,1406442328,RT @waruzeqijuv: МТС и Opera представили магазин мобильных приложений App Market,,0,,,,,
803,493281035833320000,1406442338,"@MegaFonHelp неполадки всегда одного рода: нет мобильного интернета. В метро спустился - нет, около большого скопления людей - тоже нет",,,-1,,,,
804,493281077558260000,1406442348,@MegaFonHelp голос проходит без проблем.,,,0,,,,
805,493281723732350000,1406442502,Драйвера на модем билайна http://t.co/qIc29GLfYb,0,,,,,,
806,493281940636980000,1406442554,"Компания ""ВымпелКом"" (бренд ""Билайн"") запустила 3G на станциях третьей (""зеленой"") линии петербургского метрополитена ""Приморская"", ""Василе",1,,,,,,
807,493284313044360000,1406443119,"@eherrero89 на данный момент ситуация актуальна? Напишите, пожалуйста, нам подробности. ^СН #МТС",,0,,,,,
808,493285399700470000,1406443378,МТС запускает второй этап конкурса «Мегабайты славы».Сразу после подведения итогов первого этапа конкурса «Магабайты славы» компания МТС за,,0,,,,,
809,493287653899760000,1406443916,"@qkrtnwls6497 если ситуация повторится - напишите, пожалуйста, нам подробности, указав: http://t.co/ETLqGM3mUP. ^СН #МТС",,0,,,,,
810,493288143198520000,1406444032,мегафон tp-ds1 инструкция по применению http://t.co/Zsiqh6Mf8m #по #мегафон,,,0,,,,
811,493288192184160000,1406444044,"@NKarpova37 чем вызван данный tweet? Напишите, пожалуйста, нам подробности. ^СН #МТС",,0,,,,,
812,493288458660870000,1406444108,RT @nanaxipovady: МТС нацелился на половину «Связного»,,0,,,,,
813,493289688359520000,1406444401,"RT @shatcu: @megafonru Подскажите, каким образом на тарифе, платные услуги у вас сами подключаются? Вам все мало, мародеры?",,,-1,,,,
814,493290597440950000,1406444617,Путешествие с Билайном читаем у алымова,0,,,,,,
815,493291089248280000,1406444735,"RT @shatcu: @megafonru 1, 2, 3 рубля в день.. да с каждого. Чтобы вам много стало, как в мульте, про золотую антилопу. Гомофон ущербный.",,,-1,,,,
816,493291781707290000,1406444900,"@AppleJesus сим-карту уже поменял, обновить настройки интернета от @Beeline_RUS ?",0,,,,,,
817,493291960988230000,1406444943,Я только вчера вставила симку а мтс меню уже задолбал смс ками,,-1,,,,,
818,493292644848900000,1406445106,Я ощущаю шикарный инет мегафона,,,1,,,,
819,493294994707740000,1406445666,"RT @shatcu: @megafonru Подскажите, у вас целый специальный отдел занят проблемой - ""как долго красть по чуть чуть, чтобы не замечали клиент…",,,-1,,,,
820,493294996729380000,1406445666,"У #МегаФон тариф интересный. У #МТС интернет за городом лучше. У #Билайн в городе LTE. У #ЕТК номер шикарный. Почему нельзя, что-то одно?",1,1,1,,,,
961,493467975555770000,1406486908,"А я не понял ""шейпер"" @Beeline_RUS у нас теперь и пинг ""режет""??? #москва #билайн http://t.co/nvezmNrXLa",-1,,,,,,
821,493295581318500000,1406445806,RT @shatcu: @megafonru А что у вас на картинке нарисовано? Порванный лимон? Недоеденное мороженое на палочке? Неведомая уйня? или что?,,,0,,,,
822,493296562635020000,1406446040,"Или так решил Антон Носик? Может быть он готовит пост №2, 3, 4 с названиями ""Воровство в Билайне"", в ""Мегафоне"" и так далее??? СОМНЕВАЮСЬ.",-1,,-1,,,,
823,493300892699880000,1406447072,Программа установки билайн модема - http://t.co/PgYbL9Jo0z.,0,,,,,,
824,493303609971740000,1406447720,"Буквально вчера жаловалась на то, что мне МТС не пишет. #RT",,+-,,,,,
825,493304394348530000,1406447907,@Andrew5G @ru_mts ахахах,,--,,,,,
826,493307213025670000,1406448579,@megafonru Мне нужно отключить старый «Интернет М» и подключить новый «Интернет М» (за годы он стал дешевле и выгоднее).,,,0,,,,
827,493307889377760000,1406448740,"Не пользуюсь услугами МТС и вам не советую. Постоянно обдерут, спишут непонятно за что, да и качество услуг оставляет желать лучшего.",,-1,,,,,
828,493309120439530000,1406449034,Деньги на мтс http://t.co/W60QoYaCaA,,0,,,,,
829,493309680316600000,1406449167,"RT @ru_mts: @Sad_ICON сеть 4G есть в г.Тольятти, но в коммерческую эксплуатацию еще полностью не запущена. ^СН #МТС",,0,,,,,
830,493310505097120000,1406449364,"лол в шахтёрске упала сеть мтс, все звонят друг другу)",,-1,,,,,
831,493310642502130000,1406449397,Вчера Билайн нашел меня,0,,,,,,
832,493310813349100000,1406449437,"RT @podakuni: В салоне МТС меню: «Помощь в активации iPhone/iPad — 149 рублей» Я думал, эти времена уже прошли.",,-1,,,,,
833,493311248579440000,1406449541,@ru_mts ок.спасибо.еще вопрос-симку надо менять на новую с поддержкой 4г?,,0,,,,,
834,493311643720640000,1406449635,@Shaman_Eugene некоторые SIM  старого образца необходимо будет заменить. ^СН #МТС,,0,,,,,
835,493311939603620000,1406449706,Уиии Подключила безлимиточку)))) Билайн ай лав ю,1,,,,,,
836,493313210716790000,1406450009,@Ollenn69 по какой причине приняли данное решение? Будем признательны за подробную информацию. ^СН #МТС,,0,,,,,
837,493314489723660000,1406450314,"@Metamorphine8 ты хоть заходи в тви иногда.:с
Или бомжа кидай на мой МТС.",,0,,,,,
838,493315843099740000,1406450637,@Beeline_RUS отправил,0,,,,,,
839,493316025593890000,1406450680,Tele2 запустила принципиально новую тарифную линейку по самым низким ценам без скрытых условий для всех категорий абонентов.,,,,0,,,
840,493316931777470000,1406450896,"будто как бы изменить цена ""классный"" возьми ""сверх мтс достоинство",,1,,,,,
841,493317109800140000,1406450939,"Вчера положила 200 руб, а сегодня на счету у меня МИНУС 25 руб откуда? МТС",,-1,,,,,
842,493317455084020000,1406451021,"RT @shatcu: @megafonru Всем пользователям!!! Проверяйте расходы номера!!! Новая услуга - РАДАР, списывает со счета 3 рубля в сутки у каждог…",,,-1,,,,
843,493319002471790000,1406451390,Гы-гы ))) Тебе вон МТС комменты уже пишет ))),,1,,,,,
844,493319346765450000,1406451472,"RT @Andr_Aleks: ""Из-за неполадок на спутнике ABS-2 75E могут наблюдаться перебои в вещании некоторых каналов"", - сообщает БиЛайнТВ. И наблю…",-1,,,,,,
845,493319401295190000,1406451485,"RT @Yulduz_uz: Абоненты сотового оператора ""Билайн"" теперь могут установить в качестве гудка песню Ю.Усмановой ""Ташкент"".
Narx:USD 0.72
SMS…",0,,,,,,
846,493320354103070000,1406451712,"RT @KaFa721: @YevhenS Наверно таки ПРАВДА,патаму шо #МТС опять лежит,как и вчера когда шло наступление на #Дебальцево.Уже скоро - -#Кр.Луч …",,-1,,,,,
847,493322656587200000,1406452261,«МегаФон» увеличил покрытие 4G+ в Ставропольском крае http://t.co/VOvIlzOXMt,,,1,,,,
848,493322784143990000,1406452291,"— Гоги, я вчера на Билайн перешёл!
— Вай, нах?",-1,,,,,,
849,493322826217440000,1406452301,"Причем им удача улыбнулась, Мегафон ессно досудебно отозвал иск.",,,1,,,,
850,493323534702510000,1406452470,"@frankie_aw да мтс самый нормас хз, мама сказала что там может билетов и не быть, но вообще мы в крас планируем, да",,0,,,,,
851,493327539038080000,1406453425,за мтс спасибо:)))),,1,,,,,
852,493328020799640000,1406453540,Друзья у кого сегодня неадекватно интернет от билайна работает ?,-1,,,,,,
853,493328022955490000,1406453540,Друзья у кого работает интернет от мегафона,,,-1,,,,
854,493329345168310000,1406453856,@MegaFon_SZ_Help Здравствуйте! Я собираю гуманитарную помощь. Хочу сделать короткий смс-номер.Неделю как отправил вам письмо.Ничего внятного,,,0,,,,
855,493330339411280000,1406454093,Да у МТС бывают глюки и списания. Но у меня всё решалось простым звонком в службу поддержки: всегда возвращали уворованноею,,+-,,,,,
856,493331704476860000,1406454418,звони в мегафон и проси открыть контентный *вроде так* счет. это бесплатно. на нем будет ноль.,,,0,,,,
857,493332493161210000,1406454606,RT @gukabavuqer: Официальный комментарий МТС-Украина относительно ситуации в Севастополе,,0,,,,,
